Wavelength,LL,LL Parity,LL J,UL,UL Parity,UL J,log gf,gA,CF
2761.703,41688,(o),1.5,77887,(e),0.5,-1.06,7.60E+07,0.214
2764.413,35059,(o),3.5,71222,(e),3.5,-0.14,6.39E+08,0.39
2765.045,31980,(o),3.5,68135,(e),2.5,-1.51,2.70E+07,-0.037
2766.626,40036,(o),3.5,76170,(e),2.5,-0.66,1.93E+08,0.672
2768.279,33495,(o),3.5,69608,(e),2.5,-0.55,2.45E+08,0.319
2768.309,47759,(o),3.5,83871,(e),4.5,-1.57,2.34E+07,-0.026
2769.396,32982,(o),1.5,69080,(e),2.5,-2.35,3.86E+06,-0.002
2770.876,32371,(o),2.5,68450,(e),3.5,-1.83,1.29E+07,0.011
2771.32,34785,(o),5.5,70858,(e),4.5,0.18,1.32E+09,-0.537
2771.52,30392,(o),1.5,66463,(e),0.5,-2.11,6.77E+06,-0.028
2771.701,53645,(o),3.5,89713,(e),2.5,-2.47,2.96E+06,0.002
2773.904,45273,(o),3.5,81313,(e),2.5,-0.68,1.80E+08,0.081
2773.944,37078,(o),2.5,73117,(e),1.5,-2.32,4.12E+06,-0.008
2774.304,47329,(o),2.5,83364,(e),3.5,-0.09,6.90E+08,-0.2
2774.409,52068,(o),0.5,88101,(e),1.5,-2.9,1.07E+06,0.007
2775.441,44438,(o),3.5,80458,(e),3.5,-0.39,3.51E+08,-0.174
2776.263,34785,(o),5.5,70794,(e),5.5,-1.22,5.28E+07,-0.028
2776.28,30563,(o),5.5,66572,(e),5.5,0.32,1.80E+09,-0.696
2776.689,30392,(o),1.5,66396,(e),2.5,-1.54,2.48E+07,0.077
2777.206,53716,(o),2.5,89713,(e),2.5,-2.01,8.57E+06,-0.004
2780.032,44498,(o),2.5,80458,(e),3.5,-0.48,2.84E+08,-0.345
2780.126,30392,(o),1.5,66351,(e),2.5,-2.21,5.34E+06,0.036
2780.141,31980,(o),3.5,67939,(e),3.5,-2.09,6.98E+06,-0.015
2780.818,27062,(o),0.5,63012,(e),1.5,-2.92,1.04E+06,-0.015
2782.194,45273,(o),3.5,81205,(e),4.5,-0.93,1.01E+08,-0.055
2782.535,41679,(o),2.5,77607,(e),2.5,-1.25,4.83E+07,0.029
2783.156,45737,(o),1.5,81657,(e),2.5,-0.73,1.64E+08,-0.135
2783.288,41688,(o),1.5,77607,(e),2.5,-2.22,5.16E+06,0.009
2784.653,33495,(o),3.5,69395,(e),3.5,0.1,1.10E+09,-0.4
2785.061,35059,(o),3.5,70954,(e),2.5,-1.25,4.80E+07,-0.039
2785.364,33052,(o),4.5,68944,(e),4.5,-2.84,1.24E+06,0.004
2785.754,47005,(o),1.5,82892,(e),2.5,-0.08,7.15E+08,0.333
2786.026,45430,(o),3.5,81313,(e),2.5,-0.52,2.58E+08,0.137
2787.004,45335,(o),4.5,81205,(e),4.5,-1.17,5.84E+07,-0.022
2787.962,30224,(o),4.5,66082,(e),5.5,-1.27,4.64E+07,0.057
2789.43,35019,(o),4.5,70858,(e),4.5,-0.62,2.04E+08,0.186
2792.473,26759,(o),2.5,62559,(e),2.5,-3.81,1.32E+05,-0.007
2792.537,35059,(o),3.5,70858,(e),4.5,-1.71,1.68E+07,0.035
2793.279,33654,(o),0.5,69444,(e),1.5,-0.31,4.23E+08,0.427
2794.075,32371,(o),2.5,68151,(e),1.5,-0.94,9.79E+07,0.078
2794.389,45430,(o),3.5,81205,(e),4.5,-1.04,7.89E+07,-0.047
2794.437,35019,(o),4.5,70794,(e),5.5,-0.21,5.26E+08,-0.549
2794.769,41679,(o),2.5,77449,(e),3.5,0.04,9.29E+08,0.418
2795.068,37517,(o),3.5,73283,(e),4.5,0.02,8.92E+08,-0.298
2795.291,32371,(o),2.5,68135,(e),2.5,-1,8.59E+07,0.068
2797.179,43075,(o),1.5,78815,(e),2.5,-2.03,7.96E+06,0.016
2797.796,40918,(o),4.5,76650,(e),5.5,0.07,1.00E+09,0.573
2798.208,30224,(o),4.5,65951,(e),4.5,-0.12,6.59E+08,-0.466
2799.375,22961,(e),1.5,58673,(o),0.5,-1.23,5.13E+07,-0.482
2800.001,33052,(o),4.5,68756,(e),3.5,-0.3,4.28E+08,-0.245
2800.052,28758,(o),1.5,64461,(e),1.5,-0.74,1.54E+08,0.228
2800.107,37078,(o),2.5,72780,(e),3.5,-0.76,1.48E+08,-0.101
2800.267,47664,(o),4.5,83364,(e),3.5,-3.67,1.81E+05,0
2800.269,22961,(e),1.5,58661,(o),2.5,-3.71,1.64E+05,0.01
2802.47,43956,(o),2.5,79629,(e),3.5,-2.27,4.60E+06,0.013
2804.259,43956,(o),2.5,79606,(e),1.5,-0.08,7.03E+08,-0.693
2805.254,31568,(o),2.5,67205,(e),1.5,-3.2,5.35E+05,0.01
2806.057,43956,(o),2.5,79583,(e),2.5,-1.08,7.09E+07,0.057
2806.207,38342,(o),4.5,73967,(e),3.5,-3.56,2.33E+05,0
2807.178,39379,(o),0.5,74991,(e),1.5,-0.97,9.11E+07,-0.375
2807.325,39379,(o),0.5,74989,(e),0.5,-1.33,4.06E+07,-0.363
2807.74,47759,(o),3.5,83364,(e),3.5,-2.56,2.30E+06,-0.001
2807.744,41679,(o),2.5,77284,(e),1.5,-1.29,4.29E+07,-0.175
2807.827,40036,(o),3.5,75640,(e),3.5,-0.73,1.57E+08,-0.345
2808.303,40918,(o),4.5,76516,(e),4.5,-0.45,3.01E+08,0.287
2808.511,41688,(o),1.5,77284,(e),1.5,-1.47,2.84E+07,0.112
2809.329,33495,(o),3.5,69080,(e),2.5,-2.33,4.03E+06,-0.003
2810.107,45737,(o),1.5,81313,(e),2.5,-0.49,2.79E+08,-0.202
2810.721,32371,(o),2.5,67939,(e),3.5,-1.3,4.27E+07,-0.05
2811.134,47329,(o),2.5,82892,(e),2.5,-0.53,2.51E+08,0.097
2814.238,46170,(o),4.5,81693,(e),3.5,-0.13,6.34E+08,-0.27
2814.529,30563,(o),5.5,66082,(e),5.5,-0.88,1.10E+08,0.163
2814.873,40036,(o),3.5,75551,(e),2.5,-1.13,6.20E+07,0.278
2816.315,33052,(o),4.5,68549,(e),4.5,-0.61,2.08E+08,-0.174
2816.368,46903,(o),0.5,82399,(e),1.5,-0.56,2.31E+08,-0.203
2816.371,30392,(o),1.5,65888,(e),1.5,-1.37,3.55E+07,0.082
2819.49,43008,(o),0.5,78465,(e),1.5,-0.54,2.43E+08,-0.569
2819.752,34575,(o),1.5,70029,(e),0.5,-1.99,8.59E+06,-0.014
2820.126,33495,(o),3.5,68944,(e),4.5,-2.54,2.42E+06,0.001
2820.448,45013,(o),2.5,80458,(e),3.5,-3.14,6.10E+05,0.001
2820.491,24333,(e),2.5,59777,(o),1.5,-3.19,5.30E+05,0.022
2821.148,31980,(o),3.5,67416,(e),4.5,0.24,1.44E+09,-0.904
2822.764,52881,(o),4.5,88297,(e),3.5,-2.33,3.90E+06,-0.011
2823.319,38342,(o),4.5,73751,(e),4.5,-1.74,1.52E+07,-0.006
2823.582,40918,(o),4.5,76323,(e),3.5,-0.01,8.33E+08,-0.496
2824.201,33052,(o),4.5,68450,(e),3.5,-0.9,1.05E+08,0.137
2824.545,47005,(o),1.5,82399,(e),1.5,-0.33,3.89E+08,0.197
2824.852,43075,(o),1.5,78465,(e),1.5,-0.88,1.11E+08,-0.133
2824.972,30563,(o),5.5,65951,(e),4.5,-0.12,6.33E+08,-0.519
2826.025,52922,(o),3.5,88297,(e),3.5,-2.81,1.29E+06,0.001
2826.648,48504,(o),5.5,83871,(e),4.5,-3.52,2.54E+05,0
2827.8,30224,(o),4.5,65577,(e),3.5,-1.41,3.28E+07,0.062
2827.919,34785,(o),5.5,70136,(e),6.5,-0.86,1.16E+08,0.027
2828.49,45335,(o),4.5,80679,(e),5.5,-0.59,2.12E+08,-0.055
2828.953,46355,(o),4.5,81693,(e),3.5,-2.58,2.19E+06,0.003
2830.87,48557,(o),3.5,83871,(e),4.5,0.3,1.65E+09,-0.443
2830.987,30563,(o),5.5,65876,(e),6.5,0.23,1.39E+09,-0.786
2832.201,28758,(o),1.5,64056,(e),2.5,-1.56,2.31E+07,0.037
2832.672,24333,(e),2.5,59625,(o),3.5,-3.79,1.35E+05,-0.006
2834.968,37517,(o),3.5,72780,(e),3.5,-0.04,7.53E+08,-0.263
2835.132,33495,(o),3.5,68756,(e),3.5,-2.13,6.21E+06,0.007
2838.64,34390,(o),2.5,69608,(e),2.5,-1.4,3.28E+07,-0.024
2839.917,22961,(e),1.5,58163,(o),1.5,-3.1,6.54E+05,0.013
2840.826,44438,(o),3.5,79629,(e),3.5,-3.92,1.01E+05,0
2840.993,46903,(o),0.5,82091,(e),0.5,-0.48,2.71E+08,-0.227
2841.31,45273,(o),3.5,80458,(e),3.5,-0.13,6.11E+08,-0.185
2842.134,30392,(o),1.5,65567,(e),0.5,-0.99,8.46E+07,-0.316
2842.291,34785,(o),5.5,69957,(e),4.5,-1.66,1.82E+07,0.024
2842.495,47229,(o),0.5,82399,(e),1.5,-0.9,1.05E+08,-0.123
2842.579,32982,(o),1.5,68151,(e),1.5,-0.64,1.88E+08,-0.181
2843.705,42915,(o),5.5,78070,(e),4.5,-0.64,1.90E+08,-0.087
2843.838,32982,(o),1.5,68135,(e),2.5,-0.95,9.13E+07,-0.289
2844.07,41688,(o),1.5,76839,(e),2.5,-1.44,2.98E+07,0.216
2844.512,44438,(o),3.5,79583,(e),2.5,-2.8,1.31E+06,-0.002
2845.469,47759,(o),3.5,82892,(e),2.5,-3.16,5.63E+05,0
2845.636,44498,(o),2.5,79629,(e),3.5,-2.55,2.37E+06,-0.016
2846.184,37078,(o),2.5,72202,(e),3.5,-1.52,2.51E+07,-0.033
2846.326,45335,(o),4.5,80458,(e),3.5,-0.91,1.01E+08,0.094
2847.096,52988,(o),1.5,88101,(e),1.5,-2.92,9.69E+05,-0.001
2847.17,27062,(o),0.5,62174,(e),1.5,0.11,1.05E+09,-0.662
2847.304,41688,(o),1.5,76799,(e),1.5,-1,8.06E+07,-0.077
2847.481,44498,(o),2.5,79606,(e),1.5,-1.72,1.57E+07,-0.028
2847.647,24333,(e),2.5,59439,(o),2.5,-2.42,3.16E+06,-0.053
2848.442,33052,(o),4.5,68149,(e),5.5,0.13,1.12E+09,-0.304
2848.887,48273,(o),2.5,83364,(e),3.5,-0.49,2.67E+08,-0.142
2849.314,47005,(o),1.5,82091,(e),0.5,-0.95,9.15E+07,0.101
2849.335,44498,(o),2.5,79583,(e),2.5,0.25,1.44E+09,-0.817
2850.186,27062,(o),0.5,62137,(e),0.5,-3.72,1.58E+05,0.011
2850.64,47329,(o),2.5,82399,(e),1.5,-0.96,8.82E+07,0.06
2851.126,26759,(o),2.5,61823,(e),3.5,0.49,2.52E+09,-0.956
2851.859,33495,(o),3.5,68549,(e),4.5,-0.2,5.19E+08,0.325
2851.923,34390,(o),2.5,69444,(e),1.5,-2.81,1.28E+06,0.002
2853.41,46170,(o),4.5,81205,(e),4.5,0.43,2.23E+09,-0.576
2853.681,34575,(o),1.5,69608,(e),2.5,-0.49,2.66E+08,-0.34
2854.029,45430,(o),3.5,80458,(e),3.5,0.09,1.01E+09,-0.317
2854.143,35832,(o),5.5,70858,(e),4.5,0.11,1.03E+09,-0.379
2854.486,40036,(o),3.5,75058,(e),2.5,0.24,1.43E+09,-0.767
2855.86,34390,(o),2.5,69395,(e),3.5,-1.37,3.52E+07,0.109
2856.501,41679,(o),2.5,76676,(e),2.5,-2.34,3.69E+06,0.003
2857.127,31568,(o),2.5,66558,(e),3.5,-3.63,1.91E+05,-0.001
2857.295,41688,(o),1.5,76676,(e),2.5,-0.65,1.80E+08,-0.279
2857.907,53121,(o),2.5,88101,(e),1.5,-3.7,1.60E+05,0
2858.328,30224,(o),4.5,65200,(e),4.5,-0.33,3.78E+08,-0.621
2858.457,32982,(o),1.5,67955,(e),0.5,-0.29,4.24E+08,-0.741
2859.385,35832,(o),5.5,70794,(e),5.5,0.55,2.86E+09,-0.769
2859.804,21419,(o),3.5,56376,(e),2.5,0.03,8.63E+08,0.621
2859.946,33495,(o),3.5,68450,(e),3.5,-0.63,1.93E+08,0.107
2860.396,38342,(o),4.5,73292,(e),5.5,0.35,1.82E+09,-0.432
2860.854,28758,(o),1.5,63702,(e),2.5,-2.52,2.48E+06,0.005
2861.1,38342,(o),4.5,73283,(e),4.5,-0.36,3.58E+08,-0.162
2861.21,31632,(o),6.5,66572,(e),5.5,0.3,1.65E+09,-0.599
2861.343,35019,(o),4.5,69957,(e),4.5,0.45,2.28E+09,-0.796
2861.406,40036,(o),3.5,74973,(e),3.5,-1.68,1.72E+07,0.092
2862.86,44941,(o),1.5,79860,(e),0.5,-0.73,1.53E+08,-0.19
2864.612,35059,(o),3.5,69957,(e),4.5,-1.28,4.25E+07,-0.108
2865.33,28758,(o),1.5,63648,(e),1.5,-1.34,3.68E+07,0.025
2865.606,33052,(o),4.5,67939,(e),3.5,-2.42,3.09E+06,-0.005
2866.171,43008,(o),0.5,77887,(e),0.5,-0.22,4.91E+08,-0.895
2867.051,30224,(o),4.5,65093,(e),3.5,0.25,1.46E+09,-0.847
2867.105,34575,(o),1.5,69444,(e),1.5,-0.51,2.52E+08,0.221
2867.191,48025,(o),1.5,82892,(e),2.5,-2.68,1.69E+06,0.003
2867.581,47229,(o),0.5,82091,(e),0.5,-0.89,1.05E+08,-0.127
2867.604,49009,(o),3.5,83871,(e),4.5,-2.6,2.00E+06,0.003
2867.903,43956,(o),2.5,78815,(e),2.5,-1.13,6.09E+07,-0.056
2868.539,46355,(o),4.5,81205,(e),4.5,-1.67,1.75E+07,0.016
2869.547,41679,(o),2.5,76517,(e),1.5,-1.45,2.85E+07,0.194
2869.61,22961,(e),1.5,57799,(o),2.5,-2.74,1.48E+06,-0.017
2869.927,32371,(o),2.5,67205,(e),1.5,-1.98,8.51E+06,-0.01
2870.059,42915,(o),5.5,77747,(e),4.5,0.25,1.45E+09,-0.431
2870.348,41688,(o),1.5,76517,(e),1.5,-2.18,5.33E+06,-0.036
2871.712,43075,(o),1.5,77887,(e),0.5,-1.03,7.56E+07,-0.167
2872.117,48557,(o),3.5,83364,(e),3.5,-0.47,2.70E+08,-0.119
2874.113,31568,(o),2.5,66351,(e),2.5,-3.96,8.81E+04,0.001
2879.161,40918,(o),4.5,75640,(e),3.5,-0.15,5.63E+08,-0.472
2881.1,30224,(o),4.5,64923,(e),4.5,-1.95,8.95E+06,-0.033
2881.82,34390,(o),2.5,69080,(e),2.5,-1.45,2.89E+07,0.013
2881.929,44438,(o),3.5,79127,(e),4.5,0.02,8.34E+08,-0.264
2882.155,37078,(o),2.5,71764,(e),1.5,-0.62,1.94E+08,-0.249
2882.209,37517,(o),3.5,72202,(e),3.5,-3.63,1.88E+05,0
2883.88,44941,(o),1.5,79606,(e),1.5,-0.82,1.21E+08,-0.077
2884.528,46548,(o),5.5,81205,(e),4.5,-3.15,5.70E+05,0.001
2885.014,53645,(o),3.5,88297,(e),3.5,-2.8,1.28E+06,0.001
2885.018,47005,(o),1.5,81657,(e),2.5,-0.75,1.44E+08,0.138
2885.593,41679,(o),2.5,76323,(e),3.5,-1.35,3.55E+07,0.099
2885.781,44941,(o),1.5,79583,(e),2.5,-3.82,1.19E+05,0
2885.963,33495,(o),3.5,68135,(e),2.5,-0.51,2.51E+08,-0.204
2886.26,30563,(o),5.5,65200,(e),4.5,-0.04,7.17E+08,-0.473
2887.738,48273,(o),2.5,82892,(e),2.5,-0.86,1.12E+08,0.053
2887.997,45013,(o),2.5,79629,(e),3.5,-3.02,7.73E+05,0.002
2888.035,26759,(o),2.5,61374,(e),2.5,-0.08,6.56E+08,-0.715
2888.499,46903,(o),0.5,81513,(e),1.5,-0.9,9.90E+07,-0.234
2889.897,45013,(o),2.5,79606,(e),1.5,-3.45,2.84E+05,0
2890.979,53716,(o),2.5,88297,(e),3.5,-2.77,1.35E+06,-0.001
2891.156,31980,(o),3.5,66558,(e),3.5,-0.72,1.53E+08,0.212
2891.384,0,(e),0.5,34575,(o),1.5,-0.78,1.33E+08,0.606
2891.807,45013,(o),2.5,79583,(e),2.5,-2.5,2.47E+06,0.005
2893.63,35059,(o),3.5,69608,(e),2.5,-0.38,3.34E+08,-0.346
2894.952,40036,(o),3.5,74569,(e),4.5,-0.54,2.30E+08,-0.659
2895.059,43075,(o),1.5,77607,(e),2.5,-0.42,2.99E+08,-0.401
2896.912,46170,(o),4.5,80679,(e),5.5,0.49,2.43E+09,0.647
2897,43956,(o),2.5,78465,(e),1.5,-2.26,4.35E+06,0.008
2897.1,47005,(o),1.5,81513,(e),1.5,-2.63,1.85E+06,0.005
2897.323,34575,(o),1.5,69080,(e),2.5,-2.05,7.13E+06,0.015
2897.978,33654,(o),0.5,68151,(e),1.5,-2.28,4.26E+06,-0.005
2898.398,55221,(o),1.5,89713,(e),2.5,-3.58,2.14E+05,0
2898.414,41679,(o),2.5,76170,(e),2.5,-1.42,2.99E+07,0.023
2899.231,41688,(o),1.5,76170,(e),2.5,-0.31,3.85E+08,0.312
2899.708,28758,(o),1.5,63234,(e),2.5,-0.38,3.35E+08,-0.265
2901.852,31632,(o),6.5,66082,(e),5.5,-0.92,9.49E+07,-0.843
2902.413,33495,(o),3.5,67939,(e),3.5,-0.96,8.64E+07,-0.058
2902.921,38342,(o),4.5,72780,(e),3.5,-0.32,3.76E+08,-0.212
2904.789,31980,(o),3.5,66396,(e),2.5,-1.95,8.97E+06,0.036
2906.877,37078,(o),2.5,71469,(e),2.5,-0.71,1.53E+08,-0.1
2907.43,53716,(o),2.5,88101,(e),1.5,-2.56,2.13E+06,-0.001
2908.084,44438,(o),3.5,78815,(e),2.5,-0.16,5.52E+08,0.396
2908.148,35019,(o),4.5,69395,(e),3.5,-1.44,2.84E+07,-0.023
2908.3,48025,(o),1.5,82399,(e),1.5,-2.22,4.73E+06,0.005
2908.328,30224,(o),4.5,64598,(e),3.5,-0.55,2.24E+08,-0.581
2908.551,31980,(o),3.5,66351,(e),2.5,-1.71,1.56E+07,-0.017
2908.977,34390,(o),2.5,68756,(e),3.5,-2.23,4.65E+06,0.009
2909.192,33052,(o),4.5,67416,(e),4.5,-0.35,3.54E+08,0.256
2909.214,47329,(o),2.5,81693,(e),3.5,-1.15,5.56E+07,0.06
2909.482,30563,(o),5.5,64923,(e),4.5,-0.62,1.89E+08,-0.504
2909.874,45273,(o),3.5,79629,(e),3.5,-1.34,3.63E+07,-0.023
2909.936,49009,(o),3.5,83364,(e),3.5,-2.84,1.12E+06,0.001
2911.525,35059,(o),3.5,69395,(e),3.5,0.21,1.28E+09,-0.709
2911.608,48557,(o),3.5,82892,(e),2.5,-0.86,1.10E+08,0.148
2912.184,24333,(e),2.5,58661,(o),2.5,-3.63,1.83E+05,-0.041
2912.247,47329,(o),2.5,81657,(e),2.5,-1.01,7.74E+07,-0.048
2912.507,46355,(o),4.5,80679,(e),5.5,-1.55,2.20E+07,-0.085
2912.868,31568,(o),2.5,65888,(e),1.5,-0.84,1.13E+08,0.376
2913.125,44498,(o),2.5,78815,(e),2.5,-0.83,1.16E+08,-0.204
2913.741,45273,(o),3.5,79583,(e),2.5,-1.22,4.65E+07,0.06
2913.988,47005,(o),1.5,81313,(e),2.5,-1.27,4.22E+07,-0.022
2914.211,35832,(o),5.5,70136,(e),6.5,0.64,3.42E+09,-0.761
2914.482,33654,(o),0.5,67955,(e),0.5,-0.82,1.21E+08,0.333
2915.136,45335,(o),4.5,79629,(e),3.5,-0.89,1.02E+08,0.086
2915.275,26759,(o),2.5,61051,(e),3.5,-0.39,3.18E+08,0.465
2915.624,46170,(o),4.5,80458,(e),3.5,-2.27,4.19E+06,-0.004
2915.988,47229,(o),0.5,81513,(e),1.5,-1.37,3.37E+07,-0.09
2916.435,39379,(o),0.5,73657,(e),1.5,-0.19,5.14E+08,-0.712
2916.62,43008,(o),0.5,77284,(e),1.5,-0.77,1.35E+08,-0.523
2916.833,38342,(o),4.5,72616,(e),5.5,-0.6,1.99E+08,-0.104
2918.177,39379,(o),0.5,73637,(e),0.5,-2.81,1.22E+06,-0.008
2918.524,28758,(o),1.5,63012,(e),1.5,-3.46,2.69E+05,0.001
2918.812,55463,(o),3.5,89713,(e),2.5,-2.74,1.45E+06,-0.001
2919.35,31632,(o),6.5,65876,(e),6.5,0.58,2.96E+09,-0.79
2920.161,40036,(o),3.5,74270,(e),2.5,-1.13,5.87E+07,-0.501
2921.124,32982,(o),1.5,67205,(e),1.5,-0.18,5.16E+08,-0.686
2921.641,41688,(o),1.5,75906,(e),0.5,-2.05,7.00E+06,0.172
2922.358,43075,(o),1.5,77284,(e),1.5,-1.04,7.19E+07,-0.164
2923.216,45430,(o),3.5,79629,(e),3.5,-2.61,1.91E+06,-0.001
2923.769,37078,(o),2.5,71270,(e),2.5,-1.76,1.36E+07,-0.01
2924.241,32371,(o),2.5,66558,(e),3.5,-0.53,2.31E+08,0.135
2924.559,47329,(o),2.5,81513,(e),1.5,-1.06,6.74E+07,-0.084
2926.655,34785,(o),5.5,68944,(e),4.5,-1.66,1.71E+07,-0.073
2927.119,45430,(o),3.5,79583,(e),2.5,-0.87,1.05E+08,0.135
2927.849,37078,(o),2.5,71222,(e),3.5,-0.19,5.01E+08,0.334
2928.991,46548,(o),5.5,80679,(e),5.5,-3.99,8.02E+04,0
2929.442,48273,(o),2.5,82399,(e),1.5,-1.5,2.44E+07,0.017
2929.476,35832,(o),5.5,69957,(e),4.5,-1.61,1.88E+07,-0.02
2929.703,45737,(o),1.5,79860,(e),0.5,-1.23,4.73E+07,-0.079
2931.422,46355,(o),4.5,80458,(e),3.5,-3.39,3.18E+05,-0.001
2934.374,30392,(o),1.5,64461,(e),1.5,-3.27,4.17E+05,0.003
2935.107,34390,(o),2.5,68450,(e),3.5,-0.03,7.26E+08,-0.546
2935.251,27062,(o),0.5,61120,(e),0.5,-2.22,4.68E+06,0.053
2935.525,40918,(o),4.5,74973,(e),3.5,-1.33,3.63E+07,0.095
2937.185,37078,(o),2.5,71114,(e),1.5,-0.26,4.33E+08,-0.305
2937.776,47664,(o),4.5,81693,(e),3.5,-3,7.76E+05,-0.001
2938.189,32371,(o),2.5,66396,(e),2.5,-0.75,1.38E+08,0.151
2938.512,35059,(o),3.5,69080,(e),2.5,-1.23,4.63E+07,0.045
2938.855,22961,(e),1.5,56978,(o),0.5,-3.15,5.58E+05,0.379
2939.536,31568,(o),2.5,65577,(e),3.5,-0.82,1.16E+08,0.433
2940.522,45335,(o),4.5,79333,(e),5.5,0.46,2.21E+09,0.636
2941.769,47329,(o),2.5,81313,(e),2.5,-1.03,7.17E+07,-0.031
2942.038,32371,(o),2.5,66351,(e),2.5,-0.96,8.49E+07,0.079
2942.822,31980,(o),3.5,65951,(e),4.5,-1.18,5.16E+07,-0.145
2943.152,44498,(o),2.5,78465,(e),1.5,-2.2,4.84E+06,0.025
2943.665,41679,(o),2.5,75640,(e),3.5,-2.13,5.57E+06,-0.019
2944.464,37517,(o),3.5,71469,(e),2.5,-0.83,1.14E+08,-0.077
2945.906,34785,(o),5.5,68720,(e),6.5,0.55,2.70E+09,-0.601
2946.003,47759,(o),3.5,81693,(e),3.5,-1.69,1.55E+07,-0.009
2946.297,40036,(o),3.5,73967,(e),3.5,0.31,1.55E+09,-0.788
2946.762,43956,(o),2.5,77882,(e),3.5,0,7.66E+08,-0.701
2946.859,35019,(o),4.5,68944,(e),4.5,-1.18,5.07E+07,-0.11
2947.134,33495,(o),3.5,67416,(e),4.5,-0.94,8.81E+07,0.133
2949.113,47759,(o),3.5,81657,(e),2.5,-2.55,2.13E+06,-0.001
2950.326,35059,(o),3.5,68944,(e),4.5,-0.38,3.18E+08,-0.23
2950.481,49009,(o),3.5,82892,(e),2.5,-3.23,4.43E+05,0
2950.798,22961,(e),1.5,56840,(o),1.5,-2.62,1.83E+06,-0.045
2951.021,37078,(o),2.5,70954,(e),2.5,-0.49,2.48E+08,0.126
2951.232,44941,(o),1.5,78815,(e),2.5,-2.4,3.08E+06,-0.002
2951.41,41679,(o),2.5,75551,(e),2.5,-0.6,1.93E+08,0.246
2951.719,45737,(o),1.5,79606,(e),1.5,-1.16,5.39E+07,-0.044
2952.257,41688,(o),1.5,75551,(e),2.5,-0.89,9.82E+07,-0.172
2952.474,38342,(o),4.5,72202,(e),3.5,-1.68,1.59E+07,0.018
2953.014,45273,(o),3.5,79127,(e),4.5,-0.09,6.23E+08,0.364
2955.087,24333,(e),2.5,58163,(o),1.5,-3.01,7.46E+05,-0.023
2955.316,26759,(o),2.5,60586,(e),1.5,-0.85,1.08E+08,-0.248
2957.535,45013,(o),2.5,78815,(e),2.5,-3.01,7.48E+05,0.001
2957.625,28758,(o),1.5,62559,(e),2.5,-0.59,1.97E+08,0.601
2958.433,45335,(o),4.5,79127,(e),4.5,-1.42,2.85E+07,0.073
2958.479,43008,(o),0.5,76799,(e),1.5,-3.85,1.07E+05,0
2960.845,34785,(o),5.5,68549,(e),4.5,-0.62,1.82E+08,-0.317
2960.877,43075,(o),1.5,76839,(e),2.5,-1.73,1.43E+07,0.086
2961.149,34390,(o),2.5,68151,(e),1.5,-1.91,9.28E+06,0.008
2961.798,37517,(o),3.5,71270,(e),2.5,-0.71,1.49E+08,-0.101
2962.516,34390,(o),2.5,68135,(e),2.5,0.1,9.57E+08,-0.551
2963.167,39379,(o),0.5,73117,(e),1.5,-0.54,2.19E+08,0.375
2963.247,35019,(o),4.5,68756,(e),3.5,-0.36,3.33E+08,-0.316
2963.444,42915,(o),5.5,76650,(e),5.5,0.5,2.41E+09,-0.763
2963.549,30224,(o),4.5,63958,(e),3.5,-2.57,2.05E+06,-0.003
2964.383,43075,(o),1.5,76799,(e),1.5,0.03,7.96E+08,-0.753
2964.746,30224,(o),4.5,63944,(e),5.5,0.1,9.65E+08,-0.657
2965.166,40036,(o),3.5,73751,(e),4.5,-0.22,4.52E+08,0.566
2965.985,37517,(o),3.5,71222,(e),3.5,-3.79,1.23E+05,0
2966.753,35059,(o),3.5,68756,(e),3.5,-1.47,2.56E+07,-0.021
2966.756,45430,(o),3.5,79127,(e),4.5,0.34,1.64E+09,0.6
2969.701,30392,(o),1.5,64056,(e),2.5,-1.99,7.71E+06,0.032
2970.391,54641,(o),4.5,88297,(e),3.5,-2.17,5.24E+06,0.005
2970.56,0,(e),0.5,33654,(o),0.5,-1.09,6.13E+07,0.49
2970.842,40918,(o),4.5,74569,(e),4.5,0.14,1.05E+09,-0.419
2970.886,43956,(o),2.5,77607,(e),2.5,-0.22,4.50E+08,-0.314
2972.477,44438,(o),3.5,78070,(e),4.5,-0.55,2.12E+08,0.234
2975.214,43075,(o),1.5,76676,(e),2.5,-1.46,2.61E+07,-0.036
2975.235,42915,(o),5.5,76516,(e),4.5,-2.4,2.99E+06,-0.019
2975.569,31980,(o),3.5,65577,(e),3.5,-0.96,8.22E+07,-0.207
2977.52,34575,(o),1.5,68151,(e),1.5,-0.77,1.29E+08,0.146
2978.901,34575,(o),1.5,68135,(e),2.5,-1.33,3.50E+07,0.133
2979.658,33654,(o),0.5,67205,(e),1.5,-2.43,2.83E+06,0.021
2979.852,34390,(o),2.5,67939,(e),3.5,-0.62,1.81E+08,0.207
2980.481,45273,(o),3.5,78815,(e),2.5,-1.08,6.17E+07,-0.037
2980.489,47664,(o),4.5,81205,(e),4.5,-3.49,2.48E+05,0
2981.525,35019,(o),4.5,68549,(e),4.5,-0.91,9.12E+07,-0.113
2981.973,31568,(o),2.5,65093,(e),3.5,-2.6,1.91E+06,0.01
2982.01,27062,(o),0.5,60586,(e),1.5,-3.05,6.71E+05,0.011
2982.054,44941,(o),1.5,78465,(e),1.5,-0.46,2.61E+08,-0.164
